n	MeshesToLoad	MeshesLoadedpercentage(Loaded/ToLoad)
23.26	24	16	0.666667
23.27	24	16	0.666667
23.28	24	16	0.666667
23.29	24	16	0.666667
23.3	24	16	0.666667
23.31	24	16	0.666667
23.32	24	16	0.666667
23.33	24	16	0.666667
23.34	24	16	0.666667
23.35	24	16	0.666667
23.36	24	16	0.666667
23.37	24	16	0.666667
23.38	24	16	0.666667
23.39	24	16	0.666667
23.4	24	16	0.666667
23.41	24	16	0.666667
23.42	24	16	0.666667
23.43	24	16	0.666667
23.44	24	16	0.666667
23.45	24	16	0.666667
23.46	24	16	0.666667
23.47	24	16	0.666667
23.48	24	16	0.666667
23.49	24	16	0.666667
23.5	24	16	0.666667
23.51	24	16	0.666667
23.52	24	16	0.666667
23.53	24	16	0.666667
23.54	24	16	0.666667
23.55	24	16	0.666667
23.56	24	16	0.666667
23.57	24	16	0.666667
23.58	24	16	0.666667
23.59	24	16	0.666667
23.6	24	16	0.666667
23.61	24	16	0.666667
23.62	24	16	0.666667
23.63	24	16	0.666667
23.64	24	16	0.666667
23.65	24	16	0.666667
23.66	24	16	0.666667
23.67	24	16	0.666667
23.68	24	16	0.666667
23.69	24	16	0.666667
23.7	24	16	0.666667
23.71	24	16	0.666667
23.72	24	16	0.666667
23.73	24	16	0.666667
23.74	24	16	0.666667
23.75	24	16	0.666667
23.76	24	16	0.666667
23.77	24	16	0.666667
23.78	24	16	0.666667
23.79	24	16	0.666667
23.8	24	16	0.666667
23.81	24	16	0.666667
23.82	24	16	0.666667
23.83	24	16	0.666667
23.84	24	16	0.666667
23.85	24	16	0.666667
23.86	24	16	0.666667
23.87	24	16	0.666667
23.88	24	16	0.666667
23.89	24	16	0.666667
23.9	24	16	0.666667
23.91	24	16	0.666667
23.92	24	16	0.666667
23.93	24	16	0.666667
23.94	24	16	0.666667
23.95	24	16	0.666667
23.96	24	16	0.666667
23.97	24	16	0.666667
23.98	24	16	0.666667
23.99	24	16	0.666667
24	24	16	0.666667
24.01	24	16	0.666667
24.02	24	16	0.666667
24.03	24	16	0.666667
24.04	24	16	0.666667
24.05	24	16	0.666667
24.06	24	16	0.666667
24.07	24	16	0.666667
24.08	24	16	0.666667
24.09	24	16	0.666667
24.1	24	16	0.666667
24.11	24	16	0.666667
24.12	24	16	0.666667
24.13	24	16	0.666667
24.14	24	16	0.666667
24.15	24	16	0.666667
24.16	24	16	0.666667
24.17	24	16	0.666667
24.18	24	16	0.666667
24.19	24	16	0.666667
24.2	24	16	0.666667
24.21	24	16	0.666667
24.22	24	16	0.666667
24.23	24	16	0.666667
24.24	24	16	0.666667
24.25	24	16	0.666667
24.26	24	16	0.666667
24.27	24	16	0.666667
24.28	24	16	0.666667
24.29	24	16	0.666667
24.3	24	16	0.666667
24.31	24	16	0.666667
24.32	24	16	0.666667
24.33	24	16	0.666667
24.34	24	16	0.666667
24.35	24	16	0.666667
24.36	24	16	0.666667
24.37	24	16	0.666667
24.38	24	16	0.666667
24.39	24	16	0.666667
24.4	24	16	0.666667
24.41	24	16	0.666667
24.42	24	16	0.666667
24.43	24	16	0.666667
24.44	24	16	0.666667
24.45	24	16	0.666667
24.46	24	16	0.666667
24.47	24	16	0.666667
24.48	24	16	0.666667
24.49	24	16	0.666667
24.5	24	16	0.666667
24.51	24	16	0.666667
24.52	24	16	0.666667
24.53	24	16	0.666667
24.54	24	16	0.666667
24.55	24	16	0.666667
24.56	24	16	0.666667
24.57	24	16	0.666667
24.58	24	16	0.666667
24.59	24	16	0.666667
24.6	24	16	0.666667
24.61	24	16	0.666667
24.62	24	16	0.666667
24.63	24	16	0.666667
24.64	24	16	0.666667
24.65	24	16	0.666667
24.66	24	16	0.666667
24.67	24	16	0.666667
24.68	24	16	0.666667
24.69	24	16	0.666667
24.7	24	16	0.666667
24.71	24	16	0.666667
24.72	24	16	0.666667
24.73	24	16	0.666667
24.74	32	16	0.5
24.75	32	16	0.5
24.76	32	16	0.5
24.77	32	16	0.5
24.78	32	16	0.5
24.79	32	16	0.5
24.8	32	16	0.5
24.81	32	16	0.5
24.82	32	16	0.5
24.83	32	16	0.5
24.84	32	16	0.5
24.85	32	16	0.5
24.86	32	16	0.5
24.87	32	16	0.5
24.88	32	16	0.5
24.89	32	16	0.5
24.9	32	16	0.5
24.91	32	16	0.5
24.92	32	16	0.5
24.93	32	16	0.5
24.94	32	20	0.625
24.95	32	20	0.625
24.96	32	20	0.625
24.97	32	20	0.625
24.98	32	20	0.625
24.99	32	20	0.625
25	32	20	0.625
25.01	32	20	0.625
25.02	32	20	0.625
25.03	32	20	0.625
25.04	32	20	0.625
25.05	32	20	0.625
25.06	32	20	0.625
25.07	32	20	0.625
25.08	32	20	0.625
25.09	32	20	0.625
25.1	32	20	0.625
25.11	32	20	0.625
25.12	32	20	0.625
25.13	32	20	0.625
25.14	32	20	0.625
25.15	32	20	0.625
25.16	32	20	0.625
25.17	32	20	0.625
25.18	32	20	0.625
25.19	32	20	0.625
25.2	32	20	0.625
25.21	32	20	0.625
25.22	32	20	0.625
25.23	32	20	0.625
25.24	32	20	0.625
25.25	32	20	0.625
25.26	32	20	0.625
25.27	32	20	0.625
25.28	32	20	0.625
25.29	32	20	0.625
25.3	32	20	0.625
25.31	32	20	0.625
25.32	32	20	0.625
25.33	32	20	0.625
25.34	32	20	0.625
25.35	32	20	0.625
25.36	32	20	0.625
25.37	32	20	0.625
25.38	32	20	0.625
25.39	32	20	0.625
25.4	32	20	0.625
25.41	32	20	0.625
25.42	32	20	0.625
25.43	32	20	0.625
25.44	32	20	0.625
25.45	32	20	0.625
25.46	32	20	0.625
25.47	32	20	0.625
25.48	32	20	0.625
25.49	32	20	0.625
25.5	32	20	0.625
25.51	32	20	0.625
25.52	32	20	0.625
25.53	32	20	0.625
25.54	32	20	0.625
25.55	32	20	0.625
25.56	32	20	0.625
25.57	32	20	0.625
25.58	32	20	0.625
25.59	32	20	0.625
25.6	32	20	0.625
25.61	32	20	0.625
25.62	32	20	0.625
25.63	32	20	0.625
25.64	32	20	0.625
25.65	32	20	0.625
25.66	40	20	0.5
25.67	40	20	0.5
25.68	40	20	0.5
25.69	40	20	0.5
25.7	40	20	0.5
25.71	40	20	0.5
25.72	40	20	0.5
25.73	40	20	0.5
25.74	40	20	0.5
25.75	40	20	0.5
25.76	40	20	0.5
25.77	40	20	0.5
25.78	40	20	0.5
25.79	40	20	0.5
25.8	40	20	0.5
25.81	40	20	0.5
25.82	40	20	0.5
25.83	40	20	0.5
25.84	40	20	0.5
25.85	40	20	0.5
25.86	40	20	0.5
25.87	40	24	0.6
25.88	40	24	0.6
25.89	40	24	0.6
25.9	40	24	0.6
25.91	40	24	0.6
25.92	40	24	0.6
25.93	40	24	0.6
25.94	40	24	0.6
25.95	40	24	0.6
25.96	40	24	0.6
25.97	40	24	0.6
25.98	40	24	0.6
25.99	40	24	0.6
26	40	24	0.6
26.01	40	24	0.6
26.02	40	24	0.6
26.03	40	24	0.6
26.04	40	24	0.6
26.05	40	24	0.6
26.06	40	24	0.6
26.07	40	24	0.6
26.08	40	24	0.6
26.09	40	24	0.6
26.1	40	24	0.6
26.11	40	24	0.6
26.12	40	24	0.6
26.13	40	24	0.6
26.14	40	24	0.6
26.15	40	24	0.6
26.16	40	24	0.6
26.17	40	24	0.6
26.18	40	24	0.6
26.19	40	24	0.6
26.2	40	24	0.6
26.21	40	24	0.6
26.22	40	24	0.6
26.23	40	24	0.6
26.24	40	24	0.6
26.25	40	24	0.6
26.26	40	24	0.6
26.27	40	24	0.6
26.28	40	24	0.6
26.29	40	24	0.6
26.3	40	24	0.6
26.31	40	24	0.6
26.32	40	24	0.6
26.33	40	24	0.6
26.34	40	24	0.6
26.35	40	24	0.6
26.36	40	24	0.6
26.37	40	24	0.6
26.38	40	24	0.6
26.39	40	24	0.6
26.4	40	24	0.6
26.41	40	24	0.6
26.42	40	24	0.6
26.43	40	24	0.6
26.44	40	24	0.6
26.45	40	24	0.6
26.46	40	24	0.6
26.47	40	24	0.6
26.48	40	24	0.6
26.49	40	24	0.6
26.5	40	24	0.6
26.51	40	24	0.6
26.52	40	24	0.6
26.53	40	24	0.6
26.54	40	24	0.6
26.55	40	24	0.6
26.56	40	24	0.6
26.57	40	24	0.6
26.58	40	24	0.6
26.59	40	24	0.6
26.6	48	24	0.5
26.61	48	24	0.5
26.62	48	24	0.5
26.63	48	24	0.5
26.64	48	24	0.5
26.65	48	24	0.5
26.66	48	24	0.5
26.67	48	24	0.5
26.68	48	24	0.5
26.69	48	24	0.5
26.7	48	24	0.5
26.71	48	24	0.5
26.72	48	24	0.5
26.73	48	24	0.5
26.74	48	24	0.5
26.75	48	24	0.5
26.76	48	24	0.5
26.77	48	24	0.5
26.78	48	24	0.5
26.79	48	24	0.5
26.8	48	28	0.583333
26.81	48	28	0.583333
26.82	48	28	0.583333
26.83	48	28	0.583333
26.84	48	28	0.583333
26.85	48	28	0.583333
26.86	48	28	0.583333
26.87	48	28	0.583333
26.88	48	28	0.583333
26.89	48	28	0.583333
26.9	48	28	0.583333
26.91	48	28	0.583333
26.92	48	28	0.583333
26.93	48	28	0.583333
26.94	48	28	0.583333
26.95	48	28	0.583333
26.96	48	28	0.583333
26.97	48	28	0.583333
26.98	48	28	0.583333
26.99	48	28	0.583333
27	48	28	0.583333
27.01	48	28	0.583333
27.02	48	28	0.583333
27.03	48	28	0.583333
27.04	48	28	0.583333
27.05	48	28	0.583333
27.06	48	28	0.583333
27.07	48	28	0.583333
27.08	48	28	0.583333
27.09	48	28	0.583333
27.1	48	28	0.583333
27.11	48	28	0.583333
27.12	48	28	0.583333
27.13	48	28	0.583333
27.14	48	28	0.583333
27.15	48	28	0.583333
27.16	48	28	0.583333
27.17	48	28	0.583333
27.18	48	28	0.583333
27.19	48	28	0.583333
27.2	48	28	0.583333
27.21	48	28	0.583333
27.22	48	28	0.583333
27.23	48	28	0.583333
27.24	48	28	0.583333
27.25	48	28	0.583333
27.26	48	28	0.583333
27.27	48	28	0.583333
27.28	48	28	0.583333
27.29	48	28	0.583333
27.3	48	28	0.583333
27.31	48	28	0.583333
27.32	48	28	0.583333
27.33	48	28	0.583333
27.34	48	28	0.583333
27.35	48	28	0.583333
27.36	48	28	0.583333
27.37	48	28	0.583333
27.38	48	28	0.583333
27.39	48	28	0.583333
27.4	48	28	0.583333
27.41	48	28	0.583333
27.42	48	28	0.583333
27.43	48	28	0.583333
27.44	48	28	0.583333
27.45	48	28	0.583333
27.46	48	28	0.583333
27.47	48	28	0.583333
27.48	48	28	0.583333
27.49	48	28	0.583333
27.5	48	28	0.583333
27.51	48	24	0.5
27.52	48	20	0.416667
27.53	48	20	0.416667
27.54	48	16	0.333333
27.55	48	16	0.333333
27.56	48	16	0.333333
27.57	48	16	0.333333
27.58	48	16	0.333333
27.59	48	16	0.333333
27.6	48	16	0.333333
27.61	48	16	0.333333
27.62	48	16	0.333333
27.63	48	16	0.333333
27.64	48	16	0.333333
27.65	48	16	0.333333
27.66	48	16	0.333333
27.67	48	16	0.333333
27.68	48	16	0.333333
27.69	48	16	0.333333
27.7	48	16	0.333333
27.71	48	16	0.333333
27.72	48	20	0.416667
27.73	48	20	0.416667
27.74	48	20	0.416667
27.75	48	20	0.416667
27.76	48	20	0.416667
27.77	48	20	0.416667
27.78	48	20	0.416667
27.79	48	20	0.416667
27.8	48	20	0.416667
27.81	48	20	0.416667
27.82	48	20	0.416667
27.83	48	20	0.416667
27.84	48	20	0.416667
27.85	48	20	0.416667
27.86	48	20	0.416667
27.87	48	20	0.416667
27.88	48	20	0.416667
27.89	48	20	0.416667
27.9	48	20	0.416667
27.91	48	20	0.416667
27.92	48	20	0.416667
27.93	48	20	0.416667
27.94	48	20	0.416667
27.95	48	20	0.416667
27.96	48	20	0.416667
27.97	48	20	0.416667
27.98	48	20	0.416667
27.99	48	20	0.416667
28	48	20	0.416667
28.01	48	20	0.416667
28.02	48	20	0.416667
28.03	48	20	0.416667
28.04	48	20	0.416667
28.05	48	20	0.416667
28.06	48	20	0.416667
28.07	48	20	0.416667
28.08	48	20	0.416667
28.09	48	20	0.416667
28.1	48	20	0.416667
28.11	48	20	0.416667
28.12	48	20	0.416667
28.13	48	20	0.416667
28.14	48	20	0.416667
28.15	48	20	0.416667
28.16	48	20	0.416667
28.17	48	20	0.416667
28.18	48	20	0.416667
28.19	48	20	0.416667
28.2	48	20	0.416667
28.21	48	20	0.416667
28.22	48	20	0.416667
28.23	48	20	0.416667
28.24	48	20	0.416667
28.25	48	20	0.416667
28.26	48	20	0.416667
28.27	48	20	0.416667
28.28	48	20	0.416667
28.29	48	20	0.416667
28.3	48	20	0.416667
28.31	48	20	0.416667
28.32	48	20	0.416667
28.33	48	20	0.416667
28.34	48	20	0.416667
28.35	48	20	0.416667
28.36	48	20	0.416667
28.37	48	20	0.416667
28.38	48	20	0.416667
28.39	48	20	0.416667
28.4	48	20	0.416667
28.41	48	16	0.333333
28.42	48	16	0.333333
28.43	48	16	0.333333
28.44	48	16	0.333333
28.45	48	16	0.333333
28.46	48	16	0.333333
28.47	48	16	0.333333
28.48	48	16	0.333333
28.49	48	16	0.333333
28.5	48	16	0.333333
28.51	48	16	0.333333
28.52	48	16	0.333333
28.53	48	16	0.333333
28.54	48	16	0.333333
28.55	48	16	0.333333
28.56	48	16	0.333333
28.57	48	16	0.333333
28.58	48	16	0.333333
28.59	48	16	0.333333
28.6	48	16	0.333333
28.61	48	16	0.333333
28.62	48	20	0.416667
28.63	48	20	0.416667
28.64	48	20	0.416667
28.65	48	20	0.416667
28.66	48	20	0.416667
28.67	48	20	0.416667
28.68	48	20	0.416667
28.69	48	20	0.416667
28.7	48	20	0.416667
28.71	48	20	0.416667
28.72	48	20	0.416667
28.73	48	20	0.416667
28.74	48	20	0.416667
28.75	48	20	0.416667
28.76	48	20	0.416667
28.77	48	20	0.416667
28.78	48	20	0.416667
28.79	48	20	0.416667
28.8	48	20	0.416667
28.81	48	20	0.416667
28.82	48	20	0.416667
28.83	48	20	0.416667
28.84	48	20	0.416667
28.85	48	20	0.416667
28.86	48	20	0.416667
28.87	48	20	0.416667
28.88	72	20	0.277778
28.89	72	20	0.277778
28.9	72	20	0.277778
28.91	72	20	0.277778
28.92	72	20	0.277778
28.93	72	20	0.277778
28.94	72	20	0.277778
28.95	72	20	0.277778
28.96	72	20	0.277778
28.97	72	20	0.277778
28.98	72	20	0.277778
28.99	72	20	0.277778
29	72	20	0.277778
29.01	72	20	0.277778
29.02	72	20	0.277778
29.03	72	20	0.277778
29.04	72	20	0.277778
29.05	72	20	0.277778
29.06	72	20	0.277778
29.07	72	20	0.277778
29.08	72	20	0.277778
29.09	72	20	0.277778
29.1	72	20	0.277778
29.11	72	20	0.277778
29.12	72	28	0.388889
29.13	72	32	0.444444
29.14	72	32	0.444444
29.15	72	32	0.444444
29.16	72	32	0.444444
29.17	72	32	0.444444
29.18	72	32	0.444444
29.19	72	32	0.444444
29.2	72	32	0.444444
29.21	72	32	0.444444
29.22	72	32	0.444444
29.23	72	32	0.444444
29.24	72	32	0.444444
29.25	72	32	0.444444
29.26	72	32	0.444444
29.27	72	32	0.444444
29.28	72	32	0.444444
29.29	72	32	0.444444
29.3	72	32	0.444444
29.31	72	36	0.5
29.32	72	36	0.5
29.33	72	36	0.5
29.34	72	36	0.5
29.35	72	36	0.5
29.36	72	36	0.5
29.37	72	36	0.5
29.38	72	36	0.5
29.39	72	36	0.5
29.4	72	36	0.5
29.41	72	36	0.5
29.42	72	36	0.5
29.43	72	36	0.5
29.44	72	36	0.5
29.45	72	36	0.5
29.46	72	36	0.5
29.47	72	36	0.5
29.48	72	36	0.5
29.49	72	36	0.5
29.5	72	36	0.5
29.51	72	36	0.5
29.52	72	36	0.5
29.53	72	36	0.5
29.54	72	36	0.5
29.55	72	36	0.5
29.56	72	36	0.5
29.57	72	36	0.5
29.58	72	36	0.5
29.59	72	36	0.5
29.6	72	36	0.5
29.61	72	36	0.5
29.62	72	36	0.5
29.63	72	36	0.5
29.64	72	36	0.5
29.65	72	36	0.5
29.66	72	36	0.5
29.67	72	36	0.5
29.68	72	36	0.5
29.69	72	36	0.5
29.7	72	36	0.5
29.71	72	36	0.5
29.72	72	36	0.5
29.73	72	36	0.5
29.74	72	36	0.5
29.75	72	36	0.5
29.76	72	36	0.5
29.77	72	36	0.5
29.78	72	36	0.5
29.79	72	36	0.5
29.8	72	36	0.5
29.81	72	36	0.5
29.82	72	36	0.5
29.83	72	36	0.5
29.84	72	36	0.5
29.85	72	36	0.5
29.86	72	36	0.5
29.87	72	36	0.5
29.88	72	36	0.5
29.89	72	36	0.5
29.9	72	36	0.5
29.91	72	36	0.5
29.92	72	36	0.5
29.93	72	36	0.5
29.94	72	36	0.5
29.95	72	36	0.5
29.96	72	36	0.5
29.97	72	36	0.5
29.98	72	36	0.5
29.99	72	36	0.5
30	72	36	0.5
30.01	72	36	0.5
30.02	72	36	0.5
30.03	72	36	0.5
30.04	72	36	0.5
30.05	72	36	0.5
30.06	72	36	0.5
30.07	72	36	0.5
30.08	72	36	0.5
30.09	72	36	0.5
30.1	72	36	0.5
30.11	72	36	0.5
30.12	72	36	0.5
30.13	72	36	0.5
30.14	72	36	0.5
30.15	72	36	0.5
30.16	72	36	0.5
30.17	72	36	0.5
30.18	72	36	0.5
30.19	72	36	0.5
30.2	72	36	0.5
30.21	72	36	0.5
30.22	72	36	0.5
30.23	72	36	0.5
30.24	72	36	0.5
30.25	72	36	0.5
30.26	72	36	0.5
30.27	72	36	0.5
30.28	72	36	0.5
30.29	72	36	0.5
30.3	72	36	0.5
30.31	72	36	0.5
30.32	72	36	0.5
30.33	72	36	0.5
30.34	72	36	0.5
30.35	72	36	0.5
30.36	72	36	0.5
30.37	72	36	0.5
30.38	72	36	0.5
30.39	72	36	0.5
30.4	72	36	0.5
30.41	72	36	0.5
30.42	72	36	0.5
30.43	72	36	0.5
30.44	72	36	0.5
30.45	72	36	0.5
30.46	72	36	0.5
30.47	72	36	0.5
30.48	72	36	0.5
30.49	72	36	0.5
30.5	72	36	0.5
30.51	72	36	0.5
30.52	72	36	0.5
30.53	72	36	0.5
30.54	72	36	0.5
30.55	72	36	0.5
30.56	72	36	0.5
30.57	72	36	0.5
30.58	72	36	0.5
30.59	72	36	0.5
30.6	72	36	0.5
30.61	72	36	0.5
30.62	72	36	0.5
30.63	72	36	0.5
30.64	72	36	0.5
30.65	72	36	0.5
30.66	72	36	0.5
30.67	72	36	0.5
30.68	72	36	0.5
30.69	72	36	0.5
30.7	72	36	0.5
30.71	72	36	0.5
30.72	72	36	0.5
30.73	96	36	0.375
30.74	96	36	0.375
30.75	96	36	0.375
30.76	96	36	0.375
30.77	96	36	0.375
30.78	96	36	0.375
30.79	96	36	0.375
30.8	96	36	0.375
30.81	96	36	0.375
30.82	96	36	0.375
30.83	96	36	0.375
30.84	96	36	0.375
30.85	96	36	0.375
30.86	96	36	0.375
30.87	96	36	0.375
30.88	96	36	0.375
30.89	96	36	0.375
30.9	96	36	0.375
30.91	96	36	0.375
30.92	96	36	0.375
30.93	96	36	0.375
30.94	96	36	0.375
30.95	96	36	0.375
30.96	96	36	0.375
30.97	96	48	0.5
30.98	96	48	0.5
30.99	96	48	0.5
31	96	48	0.5
31.01	96	48	0.5
31.02	96	48	0.5
31.03	96	48	0.5
31.04	96	48	0.5
31.05	96	48	0.5
31.06	96	48	0.5
31.07	96	48	0.5
31.08	96	48	0.5
31.09	96	48	0.5
31.1	96	48	0.5
31.11	96	48	0.5
31.12	96	48	0.5
31.13	96	48	0.5
31.14	96	48	0.5
31.15	96	48	0.5
31.16	96	48	0.5
31.17	96	48	0.5
31.18	96	48	0.5
31.19	96	52	0.541667
31.2	96	52	0.541667
31.21	96	52	0.541667
31.22	96	52	0.541667
31.23	96	52	0.541667
31.24	96	52	0.541667
31.25	96	52	0.541667
31.26	96	52	0.541667
31.27	96	52	0.541667
31.28	96	52	0.541667
31.29	96	52	0.541667
31.3	96	52	0.541667
31.31	96	52	0.541667
31.32	96	52	0.541667
31.33	96	52	0.541667
31.34	96	52	0.541667
31.35	96	52	0.541667
31.36	96	52	0.541667
31.37	96	52	0.541667
31.38	96	52	0.541667
31.39	96	52	0.541667
31.4	96	52	0.541667
31.41	96	52	0.541667
31.42	96	52	0.541667
31.43	96	52	0.541667
31.44	96	52	0.541667
31.45	96	52	0.541667
31.46	96	52	0.541667
31.47	96	52	0.541667
31.48	96	52	0.541667
31.49	96	52	0.541667
31.5	96	52	0.541667
31.51	96	52	0.541667
31.52	96	52	0.541667
31.53	96	52	0.541667
31.54	96	52	0.541667
31.55	96	52	0.541667
31.56	96	52	0.541667
31.57	96	52	0.541667
31.58	96	52	0.541667
31.59	96	52	0.541667
31.6	96	52	0.541667
31.61	96	52	0.541667
31.62	96	52	0.541667
31.63	96	52	0.541667
31.64	96	52	0.541667
31.65	120	52	0.433333
31.66	120	52	0.433333
31.67	120	52	0.433333
31.68	120	52	0.433333
31.69	120	52	0.433333
31.7	120	52	0.433333
31.71	120	52	0.433333
31.72	120	52	0.433333
31.73	120	52	0.433333
31.74	120	52	0.433333
31.75	120	52	0.433333
31.76	120	52	0.433333
31.77	120	52	0.433333
31.78	120	52	0.433333
31.79	120	52	0.433333
31.8	120	52	0.433333
31.81	120	52	0.433333
31.82	120	52	0.433333
31.83	120	52	0.433333
31.84	120	52	0.433333
31.85	120	52	0.433333
31.86	120	52	0.433333
31.87	120	52	0.433333
31.88	120	52	0.433333
31.89	120	52	0.433333
31.9	120	56	0.466667
31.91	120	56	0.466667
31.92	120	64	0.533333
31.93	120	64	0.533333
31.94	120	64	0.533333
31.95	120	64	0.533333
31.96	120	64	0.533333
31.97	120	64	0.533333
31.98	120	64	0.533333
31.99	120	64	0.533333
32	120	64	0.533333
32.01	120	64	0.533333
32.02	120	64	0.533333
32.03	120	64	0.533333
32.04	120	64	0.533333
32.05	120	64	0.533333
32.06	120	64	0.533333
32.07	120	64	0.533333
32.08	120	64	0.533333
32.09	120	64	0.533333
32.1	120	64	0.533333
32.11	120	68	0.566667
32.12	120	68	0.566667
32.13	120	68	0.566667
32.14	120	68	0.566667
32.15	120	68	0.566667
32.16	120	68	0.566667
32.17	120	68	0.566667
32.18	120	68	0.566667
32.19	120	68	0.566667
32.2	120	68	0.566667
32.21	120	68	0.566667
32.22	120	68	0.566667
32.23	120	68	0.566667
32.24	120	68	0.566667
32.25	120	68	0.566667
32.26	120	68	0.566667
32.27	120	68	0.566667
32.28	120	68	0.566667
32.29	120	68	0.566667
32.3	120	68	0.566667
32.31	120	68	0.566667
32.32	120	68	0.566667
32.33	120	68	0.566667
32.34	120	68	0.566667
32.35	120	68	0.566667
32.36	120	68	0.566667
32.37	120	68	0.566667
32.38	120	68	0.566667
32.39	120	68	0.566667
32.4	120	68	0.566667
32.41	120	68	0.566667
32.42	120	68	0.566667
32.43	120	68	0.566667
32.44	120	68	0.566667
32.45	120	68	0.566667
32.46	120	68	0.566667
32.47	120	68	0.566667
32.48	120	68	0.566667
32.49	120	68	0.566667
32.5	120	68	0.566667
32.51	120	68	0.566667
32.52	120	68	0.566667
32.53	120	68	0.566667
32.54	120	68	0.566667
32.55	120	68	0.566667
32.56	120	68	0.566667
32.57	120	68	0.566667
32.58	120	68	0.566667
32.59	144	68	0.472222
32.6	144	68	0.472222
32.61	144	68	0.472222
32.62	144	68	0.472222
32.63	144	68	0.472222
32.64	144	68	0.472222
32.65	144	68	0.472222
32.66	144	68	0.472222
32.67	144	68	0.472222
32.68	144	68	0.472222
32.69	144	68	0.472222
32.7	144	68	0.472222
32.71	144	68	0.472222
32.72	144	68	0.472222
32.73	144	68	0.472222
32.74	144	68	0.472222
32.75	144	68	0.472222
32.76	144	68	0.472222
32.77	144	68	0.472222
32.78	144	68	0.472222
32.79	144	68	0.472222
32.8	144	68	0.472222
32.81	144	68	0.472222
32.82	144	68	0.472222
32.83	144	68	0.472222
32.84	144	72	0.5
32.85	144	72	0.5
32.86	144	80	0.555556
32.87	144	80	0.555556
32.88	144	80	0.555556
32.89	144	80	0.555556
32.9	144	80	0.555556
32.91	144	80	0.555556
32.92	144	80	0.555556
32.93	144	80	0.555556
32.94	144	80	0.555556
32.95	144	80	0.555556
32.96	144	80	0.555556
32.97	144	80	0.555556
32.98	144	80	0.555556
32.99	144	80	0.555556
33	144	80	0.555556
33.01	144	80	0.555556
33.02	144	80	0.555556
33.03	144	80	0.555556
33.04	144	80	0.555556
33.05	144	80	0.555556
33.06	144	84	0.583333
33.07	144	84	0.583333
33.08	144	84	0.583333
33.09	144	84	0.583333
33.1	144	84	0.583333
33.11	144	84	0.583333
33.12	144	84	0.583333
33.13	144	84	0.583333
33.14	144	84	0.583333
33.15	144	84	0.583333
33.16	144	84	0.583333
33.17	144	84	0.583333
33.18	144	84	0.583333
33.19	144	84	0.583333
33.2	144	84	0.583333
33.21	144	84	0.583333
33.22	144	84	0.583333
33.23	144	84	0.583333
33.24	144	84	0.583333
33.25	144	84	0.583333
33.26	144	84	0.583333
33.27	144	84	0.583333
33.28	144	84	0.583333
33.29	144	84	0.583333
33.3	144	84	0.583333
33.31	144	84	0.583333
33.32	144	84	0.583333
33.33	144	84	0.583333
33.34	144	84	0.583333
33.35	144	84	0.583333
33.36	144	84	0.583333
33.37	144	84	0.583333
33.38	144	84	0.583333
33.39	144	84	0.583333
33.4	144	84	0.583333
33.41	144	84	0.583333
33.42	144	84	0.583333
33.43	144	84	0.583333
33.44	144	84	0.583333
33.45	144	84	0.583333
33.46	144	84	0.583333
33.47	144	84	0.583333
33.48	144	84	0.583333
33.49	144	84	0.583333
33.5	144	84	0.583333
33.51	144	84	0.583333
33.52	144	84	0.583333
33.53	144	84	0.583333
33.54	144	84	0.583333
33.55	144	84	0.583333
33.56	144	76	0.527778
33.57	144	72	0.5
33.58	144	72	0.5
33.59	144	72	0.5
33.6	144	68	0.472222
33.61	144	68	0.472222
33.62	144	64	0.444444
33.63	144	64	0.444444
33.64	144	64	0.444444
33.65	144	64	0.444444
33.66	144	64	0.444444
33.67	144	64	0.444444
33.68	144	64	0.444444
33.69	144	64	0.444444
33.7	144	64	0.444444
33.71	144	64	0.444444
33.72	144	64	0.444444
33.73	144	64	0.444444
33.74	144	64	0.444444
33.75	144	64	0.444444
33.76	144	64	0.444444
33.77	144	64	0.444444
33.78	144	64	0.444444
33.79	144	64	0.444444
33.8	144	64	0.444444
33.81	144	64	0.444444
33.82	144	64	0.444444
33.83	144	76	0.527778
33.84	144	76	0.527778
33.85	144	76	0.527778
33.86	144	76	0.527778
33.87	144	76	0.527778
33.88	144	76	0.527778
33.89	144	76	0.527778
33.9	144	76	0.527778
33.91	144	76	0.527778
33.92	144	76	0.527778
33.93	144	76	0.527778
33.94	144	76	0.527778
33.95	144	76	0.527778
33.96	144	76	0.527778
33.97	144	76	0.527778
33.98	144	76	0.527778
33.99	144	76	0.527778
34	144	76	0.527778
34.01	144	76	0.527778
34.02	144	76	0.527778
34.03	144	76	0.527778
34.04	144	76	0.527778
34.05	144	76	0.527778
34.06	144	76	0.527778
34.07	144	80	0.555556
34.08	144	80	0.555556
34.09	144	80	0.555556
34.1	144	80	0.555556
34.11	144	80	0.555556
34.12	144	80	0.555556
34.13	144	80	0.555556
34.14	144	80	0.555556
34.15	144	80	0.555556
34.16	144	80	0.555556
34.17	144	80	0.555556
34.18	144	80	0.555556
34.19	144	80	0.555556
34.2	144	80	0.555556
34.21	144	80	0.555556
34.22	144	80	0.555556
34.23	144	80	0.555556
34.24	144	80	0.555556
34.25	144	80	0.555556
34.26	144	80	0.555556
34.27	144	80	0.555556
34.28	144	80	0.555556
34.29	144	80	0.555556
34.3	144	80	0.555556
34.31	144	80	0.555556
